CASE	SERIAL	REF	QUESTNNR	MODE	STARTED	EE01	EE01_01	EE01_02	SD01	SD02_01	SD03	SD03_03	SD04	SD04_06	SD05	SD06	SD06_02	SD07	SD07_02	SL02_01	SL02_02	SL02_03	SL02_04	SL02_05	SL02_06	SL02_07	SL02_08	SL02_09	SL02_10	HA01_08	HA02_08	HA03_08	HA05_08	MF01_01	MF01_02	MF01_03	MF01_04	MF01_05	MF01_06	MF01_07	MF01_08	MF01_09	MF01_10	MF01_11	MF01_12	MF01_13	MF01_14	MF01_15	MF01_16	MF01_17	MF01_18	MF01_19	MF01_20	MF01_21	MF01_22	MF01_23	ME01	ME02	ME03_01	ME21_01	ME04	ME05_01	ME22_01	ME06	ME07_01	ME23_01	ME08_01	ME09	ME09_08	ME13	ME13_01	ME13_02	ME13_03	ME13_04	ME13_05	ME13_06	ME13_07	ME13_08	ME13_09	ME13_10	ME13_11	ME13_12	ME13_13	ME13_14	ME13_15	ME13_16	ME13_17	ME13_18	ME13_19	ME13_20	ME13_21	ME13_22	ME13_23	ME13_24	ME13_25	ME13_26	ME13_27	ME13_28	ME14_01	ME14_02	ME14_03	ME14_04	ME14_05	ME14_06	ME14_07	ME14_08	ME14_09	ME14_10	ME14_11	ME14_12	ME14_13	ME14_14	ME14_15	ME14_16	ME14_17	ME14_18	ME14_19	ME14_20	ME14_21	ME14_22	ME14_23	ME14_24	ME14_25	ME14_26	ME14_27	ME14_28	ME17_01	ME17_02	ME17_03	ME17_04	ME17_05	ME17_06	ME17_07	ME17_08	ME17_09	ME17_10	ME17_11	ME17_12	ME17_13	ME17_14	ME17_15	ME17_16	ME17_17	ME17_18	ME17_19	ME17_20	ME17_21	ME17_22	ME17_23	ME17_24	ME17_25	ME17_26	ME17_27	ME17_28	ME10	ME18_01	ME18_02	ME18_03	ME18_04	ME18_05	ME19_01	ME24_01	ME24_02	ME24_03	RE02	RE04	RE05	RE03	RE08	RE06	RE07	KU02_01	KU02_02	KU02_03	KU02_04	KU02_05	KU02_06	KU02_07	KU02_08	KU14_01	KU12_01	KU12_02	KU12_03	KU12_04	KU13_01	KU13_02	KU13_03	MW02_01	MW05_02	MW03_01	MW06_03	MW07_04	MW08_05	MW04_01	MW09_06	OV01_01	OV01_02	OV01_03	OV01_04	OV01_05	OV01_06	OV01_07	OV01_08	OV02_01	OV02_02	OV02_03	OV02_04	OV03	OV03_01	OV03_02	OV04	OV04_04	SC01_01	SC01_02	SC01_03	SC01_04	SC02_01	SC02_02	SC02_03	SC02_04	SC02_05	SC02_06	SC02_07	SC02_08	SC02_09	SC02_10	SC02_11	SC02_12	SC02_13	SC03_01	SC04_01	EI01_01	EI01_02	EI01_03	EI01_04	EI01_05	EI01_06	EI01_07	EI01_08	EI01_09	EI01_10	EI01_11	EI01_12	EI01_13	EI01_14	EI01_15	EI01_16	EI01_17	EI01_18	EI01_19	EI01_20	EI02	KL01_01	KL01_02	KL01_03	KL01_04	KL01_05	KL01_06	KL01_07	KL01_08	KL01_09	KL01_10	KL01_11	KL01_12	KL01_13	AD01	AD02_01	AD03	AD04	AE01_01	AE01_02	AE01_03	AE01_04	AE01_05	AE01_06	AE01_07	AE01_08	AE01_09	AE01_10	AE01_11	AE01_12	AE01_13	AE01_14	AE02_01	AE02_02	AE02_03	AA01_01	AA01_02	AA01_03	AA01_04	AA01_05	AA01_06	AA01_07	AA01_08	AA01_09	AA01_10	AA01_11	AA01_12	AA01_13	AA01_14	AA01_15	AA01_16	AA01_17	AA01_18	AA01_19	AA01_20	AA01_21	ST01_01	ST01_02	ST01_03	ST01_04	ST01_05	ST01_06	ST01_07	ST01_08	ST01_09	ST01_10	ST01_11	ST01_12	IM01_01	IM01_02	IM01_03	IM01_04	IM01_05	IM01_06	IM01_07	IM01_08	IM01_09	IM01_10	IM01_11	IM01_12	IM01_13	IM01_14	IM01_15	IM01_16	IM01_17	IM01_18	IM01_19	IM01_20	AL01_01	AL02_01	AL04_01	AL04_02	AL04_03	AL04_04	AL04_05	AL04_06	AL05_01	AL05_02	AL06_01	AL06_02	AL06_03	AL06_04	AL06_05	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME007	TIME008	TIME009	TIME010	TIME011	TIME012	TIME013	TIME014	TIME015	TIME016	TIME017	TIME018	TIME019	TIME020	TIME021	TIME022	TIME023	TIME024	TIME025	TIME026	TIME027	TIME028	TIME029	TIME030	TIME031	TIME032	TIME033	TIME034	TIME_SUM	MAILSENT	LASTDATA	FINISHED	Q_VIEWER	LASTPAGE	MAXPAGE	MISSING	MISSREL	TIME_RSI	DEG_TIME
577			TheOneandOnly	interview	2021-04-09 17:40:23	2	T	T	2	57	2		5		2	1		1		6	6	3	6	6	7	6	7	6	1	3	3	3	5	5	4	4	3	2	2	2	1	4	3	4	4	4	3	1	5	4	3	1	5	3	3	1	2	4	30	1 pro Woche nach Yoga	1			4	120	1pro Woche 	48	5		4	F	T	F	T	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	6	-9	6	4	-9	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	1	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						20				5	5	3	4	2	1	2	2	5	4	5	2	5	4	3	3	5	6	5	5	1	2	2	5	5	5	5	4	4	4	4	2	1	1	1	1	1	1	1	3	4	2	2	1	4		3		22.00	5	7.00	8.00	1	3	3	1	1	1	1	1	1	1	1	1	1	2		4	3	3	3	4	3	3	2	4	4	1	3	2	1	3	3	3	1	3	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	39	4	2	2	3	4	4	4	3	2	3	1	1	1	2	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	1	2	1	4	1	1	3	2	1	3	1	1	3	1	1	1	1	1	2	1	2	3	3	3	3	2	3	4	4	2	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	76	42	216	84	196	9	18	42	16		8	22	59	174	7		71	147	57	78	34	210	37	81	89	70	5	62	123	82	84	105	75	28	2407		2021-04-09 18:20:30	T	F	34	34	16	6	0.78	1
579			TheOneandOnly	interview	2021-04-09 17:53:57	2	T	T	1	26	1		1		5	2	Mikrobiologie	1		6	6	6	5	5	4	4	4	3	6	4	1	3	5	2	2	4	3	4	4	4	4	3	3	2	4	3	2	3	4	3	3	3	3	2	2	3	2	4	20	1	4	20	1	2			15	5																																																																																													24																																																																																																																																																																																																		33	28	96	39	11021	20	16	19	22	11	7		70	315305																					700		2021-04-13 12:38:44	F	F	14	14	0	0	0.7	3
582			TheOneandOnly	interview	2021-04-09 18:28:52	2	T	T	1	40	2		3		5	1		2	40	4	3	3	2	2	5	5	5	5	2	5	5	6	2	5	4	3	4	2	4	3	1	3	1	4	2	3	4	1	4	4	4	2	3	4	4	2	3	1			1			1			0	5																																																																																																	2	3	1	1	1	1	2	2	4	1	4	2	3	3	3	5	5	5	4	5	1	2	2	5	6	7	5	3	5	3	1	2	2	1	2	2	1	3	3	3	3	2	1	1	4		1		23	5	5:30	5	1	2	1	1	1	1	1	1	2	1	1	1	2	2		3	2	3	3	4	4	3	2	2	4	3	2	4	3	3	2	3	2	4	4	2	2	2	2	3	1	1	1	1	1	1	1	1	1	2	22	5	5	4	4	4	3	3	4	3	2	4	4	4	2	2	2	1	1	1	3	1	1	1	1	1	1	2	1	3	3	3	3	1	3	3	1	3	2	2	1													1	1	1	2	3	3	3	2	2	3	2	3	4	4	3	3	4	1	3	2	4	1	2	1	1	1	1	1	1	1	1	3	1	1	1	24	26	52	38	200	4	6		4		2		13				21	81	47	49	17	27	22	40	73	36	3	15	63	58		197	54	15	1187		2021-04-09 18:48:39	T	F	34	34	0	0	1.63	34
590			TheOneandOnly	interview	2021-04-09 18:37:59	2	T	T	1	43	1		2		6	1		2	38	5	4	5	4	4	5	5	5	4	2	5	5	4	4	3	2	3	5	3	2	2	1	4	2	3	4	3	2	3	4	3	3	3	4	4	3	3	3	1			2			1			0	-9																																																																																																	2	1	1	1	1	1	3	2	4	3	3	3	2	4	2	3	2	3	5	5	1	3	2	6	6	6	6	5	3	2	3	2	1	1	1	1	1	2	1	4	3	1	1	2		1.5	3		12	10	9	8	1	1	1	1	1	1	1	3	1	1	1	1	3	1		4	3	1	2	4	4	2	2	3	5	3	2	3	2	4	4	1	3	5	5	2	3	3	2	4	1	1	1	1	3	3	2	1	1	2	25	2	2	2	2	3	3	1	4	2	3	3	3	2	2	3	2	2	1	1	1	1	2	2	1	1	1	1	1	2	3	3	3	1	1	1	2	4	2	2	2													3	3	3	4	4	2	2	3	3	3	1	4	4	4	2	3	3	2	3	3	5	3	4	4	1	1	4	1	2	2	3	4	3	2	3	28	27	80	64	126	24	5		6		3		28				28	98	40	78	28	38	32	75	67	81	4	45	109	77		158	90	37	1476		2021-04-09 19:02:35	T	F	34	34	1	0	1.15	13
592			TheOneandOnly	interview	2021-04-09 18:40:31	2	T	T	1	26	2		2		5	2	Politik	1		5	6	5	5	5	6	5	5	4	4	5	4	5	3	3	3	4	4	4	3	4	3	4	3	3	4	3	3	2	4	3	3	2	3	4	3	4	1	2			2			3	5	1	6	5		4	F	T	F	F	T	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	6	-9	-9	5	-9	4	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	1	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						8				2	3	1	1	3	3	3	2	3	2	4	2	2	4	4	4	1	4	6	6	1	2	1	3	5	3	4	3	4	2	4	4	4	2	3	3	3	4	3	4	3	3	3	1	2		1		22	5	7:30	8	1	1	2	1	1	1	2	2	1	1	1	1	2	2		3	4	1	2	4	5	1	1	3	5	2	1	1	1	4	4	2	3	5	5	1	4	2	1	1	4	2	1	1	2	3	2	2	2	2	7	1	1	3	1	3	3	4	4	2	3	5	4	2	3	2	3	1	1	1	2	1	1	1	1	1	1	1	1	3	4	2	3	1	1	1	1	4	1	3	3	3	4	4	4	4	4	2	2	3	2	2	4	2	3	2	3	2	2	2	2	3	2	3	3	3	3	2	3	3	1	3	3	4	2	3	1	1	1	1	2	1	1	3	4	2	3	3	19	25	75	34	115	10	11		8		6	18	45	164	6		40	102	82	39	25	56	29	60	61	51	4	13	64	53	72	94	39	17	1437		2021-04-09 19:04:28	T	F	34	34	16	6	1.25	15
595			TheOneandOnly	interview	2021-04-09 18:46:57	2	T	T	1	25	1		3		4	2	Politik	1		1	1	1	1	1	7	7	7	7	1	7	7	6	1	5	3	3	2	3	2	3	2	5	2	3	5	3	3	3	5	3	3	2	5	4	3	3	3	1			1			5	15	1		8																																																																																																	5	5	5	5	1	4	4	4	5	5	4	5	5	2	4	4	2	2	2	2	1	1	1	5	5	6	6	6	6	5	6	4	4	2	2	2	1	3	2	2	2	1	1	2		2	1		12	5	6:30	5	1	4	1	1	1	1	1	1	1	4	1	1	3	3	Kinder	5	5	1	1	5	5	1	1	5	5	1	1	1	1	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																										3	4	3	4	3	4	2	4	1	3	1	4	1	1	1	2	2	1	3	3	4	4	1	4	4	4	2	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1						101	31	51	36	137	6	5		8		13	23	25				32	76	44	59	26	43	41	123	56	52	4				53	92	50		1187		2021-04-09 19:06:44	T	F	33	33	1	1	1.21	14
597			TheOneandOnly	interview	2021-04-09 18:54:54	2	T	T	1	36	1		3		5	2	Medizin	2	40	4	3	6	4	3	7	7	7	7	1	6	6	6	2	5	4	3	3	2	3	3	1	4	2	3	4	4	3	1	5	5	3	1	4	5	3	1	1	6	10	1	7	40	1	6	10	1	300	8	Progressive muskelentspannung	5	T	T	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	4	7	4	-9	-9	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	-9	-9	-9	2	1	2	2	1	2	-9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1						34				3	3	1	4	4	2	1	1	5	2	4	3	4	4	3	5	4	4	6	6	1	3	2	5	5	5	5	5	5	1	3	3	2	1	3	2	1	3	2	4	4	4	3	1	3.5		1		24	30	7:30	7	2	2	3	2	3	1	1	1	1	4	1	2	3	2	Baby	4	3	2	2	4	4	1	2	3	5	1	1	1	1	4	4	2	2	4	4	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	18 jahre	1	1	3	2	3	1	2	2	2	2	4	4	3	1	2	2	1	1	1	2	1	1	1	1	2	3	1	1	3	3	3	1	3	1	1	1	3	4	1	1	4	2	1	1	1	1	3	3	2	3	2	1	2	1	1	2	2	3	4	4	4	4	2	3	4	3	2	3	1	3	4	3	1	1	1	1	1	1	1	1	1	1						10	94	77	28	149	16	17	9	16	11	7	11	81	172	8		37	79	37	59	16	35	23	81	60	41	4	17	87	58	86	15395	39		1584		2021-04-09 23:35:54	T	F	33	33	8	3	1.2	16
601			TheOneandOnly	interview	2021-04-09 19:01:08	2	T	T	1	25	1		1		5	2	Zeitgeschichte & Medien	2	5	7	5	7	6	3	3	3	5	3	5	2	2	3	5	3	4	1	5	1	4	1	3	4	1	4	3	3	2	5	4	2	5	4	4	4	4	4	3	1			1			1				-9																																																																																																	1	1	1	1	1	1	1	1	4	4	4	1	4	5	5	3	1	3	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	2	1	3	4	1	1	2		20	1		23	10	7	6	1	2	2	1	1	3	1	4	3	1	1	1	1	3		4	1	3	3	4	3	4	3	4	4	1	2	3	2	2	1	4	5	3	3	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	7	3	2	5	1	5	3	4	2	2	2	1	1	3	2	4	4	4	1	1	4	1	1	1	1	3	1	3	1	3	3	4	3	1	1	1	1	4	1	1	1													2	3	2	3	2	4	4	4	3	3	1	4	4	4	1	4	1	1	3	1	4	2	2	1	1	1	2	1	1	1	4	3	3	3	4	24	66	78	44	127	7	5		3		4		27				27	93	40	43	16	27	26	58	84	42	4	14	96	61		94	52	19	1181		2021-04-09 19:20:49	T	F	34	34	1	1	1.44	23
602			TheOneandOnly	interview	2021-04-09 19:01:12	2	T	T	1	59	2		4		3	1		2	35	2	2	1	2	2	6	4	6	4	1	5	6	5	2	3	3	2	3	2	3	3	2	4	3	3	4	3	2	3	4	2	4	2	3	2	3	3	1	7	10	1	1			1			7	5		3	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	4	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1						25				3	4	4	4	4	3	3	2	5	3	4	2	3	3	3	2	3	5	3	4	2	3	3	1	1	1	1	1	1	1	1	2	3	1	1	1	3	3	2	3	4	4	4	2		1	1		10	10	6	7,5	1	2	3	1	1	1	1	1	1	1	1	2	2	2		3	4	2	2	4	4	2	2	3	4	2	1	3	1	4	4	2	3	4	4	1	3	3	2	1	3	3	1	1	2	3	2	2	1	2	40	2	2	3	2	4	4	5	4	1	2	3	3	3	4	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	3	2	2	3	2	2	4	2	2	3	3	2	1	2	3	2	2	3	3	3	3	3	2	3	3	3	3	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50	54	193	98	344	11	17	19	12		20		77	1412	10		100	246	70	129	51	57	53	159	186	170	6	62	173	77	228	239	109	17	3023		2021-04-09 20:15:21	T	F	34	34	17	6	0.6	0
603			TheOneandOnly	interview	2021-04-09 19:03:50	2	T	T	1	58	1		3		5	1		2	40	1	1	1	1	1	7	7	7	7	1	7	6	6	1	5	3	3	4	1	3	2	2	5	2	3	4	4	3	2	4	4	3	2	5	5	4	4	3	1			1			1				-9																																																																																																	2	2	2	2	1	2	4	4	4	2	4	2	4	4	3	4	3	7	5	5	1	7	1	3	5	6	6	5	5	3	3	4	2	1	1	2	2	2	2	5	5	3	3	2		5	3		22	30	6	7	3	3	3	1	1	1	3	1	3	-9	1	1	1	2		4	5	1	1	5	4	1	2	5	5	1	1	2	1	5	5	1	1	5	5	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	41	1	2	4	3	4	4	4	3	2	1	3	3	4	1	4	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9													1	2	3	2	3	2	4	4	4	4	1	4	4	4	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68	40	130	109	386	10	16		7		29		43				48	204	118	59	47	106	47	88	480	77	7	140	165	27		225	74	21	2771		2021-04-09 19:50:01	T	F	34	34	12	12	0.76	4
604			TheOneandOnly	interview	2021-04-09 19:08:38	2	T	T	1	34	1		3		5	1		2	38,5	4	4	4	5	4	7	7	7	7	1	6	7	7	2	5	2	3	5	2	1	2	2	5	2	5	5	3	4	2	4	4	3	2	4	4	4	3	1	5	20	1	1			5	20	2	24	5		0	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	5	7	3	6	6	3	4	4	2	3	3	4	3	3	3	3	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						41				1	1	1	1	4	1	4	3	4	3	5	3	4	3	3	1	1	1	1	1	1	1	1	3	1	1	3	3	2	3	3	2	3	1	1	1	1	1	1	3	2	1	1	2		10	1		22	15	7	8	2	2	1	1	1	2	1	1	1	1	1	1	1	1		4	4	1	1	4	3	1	1	4	5	1	2	1	1	3	5	1	1	5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12	3	1	2	1	4	5	3	4	2	2	2	2	2	4	2	2	3	1	1	2	2	2	2	2	2	1	1	1	2	3	3	3	1	1	1	1	3	1	3	3	3	5	3	3	2	1	2	1	1	4	1	2	2	1	1	2	2	3	3	3	3	3	2	3	3	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1						27	23	71	42	166	4	9	8	6		4	7	28	119	6		34	56	29	30	15	22	25	51	65	23	4	12	78	64	48	85	38		1199		2021-04-09 19:28:37	T	F	33	33	9	3	1.62	31
605			TheOneandOnly	interview	2021-04-09 19:09:53	2	T	T	1	18	2		1		4	2	Psychologie	1		7	1	3	5	4	5	7	7	5	1	5	3	3	1	5	3	2	5	2	3	3	2	5	4	2	4	2	4	4	3	5	3	1	3	5	3	4	1	4	7	1	1			2			1	8	Atemübungen	3	F	T	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	5	5	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						1				3	4	1	2	2	1	3	3	5	2	3	1	5	5	4	3	2	3	5	6	1	1	1	3	3	1	3	1	1	1	4	5	5	2	1	4	1	3	3	3	1	1	3	1	3.5		2		0	15	8	7,5	2	1	1	1	1	2	1	1	1	3	1	1	3	2	Schlaf fühlte sich nicht erholsam an	5	5	2	3	5	3	2	5	5	4	2	1	4	2	5	3	2	1	4	5	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	3	1	4	1	5	3	2	1	1	5	5	5	2	1	4	3	1	1	1	1	1	1	1	1	2	1	1	1	3	5	3	1	1	1	1	1	4	1	1	3	3	2	5	4	4	1	5	1	1	4	3	4	1	2	1	2	2	1	3	4	3	4	1	4	3	4	4	4	4	4	4	4	4	2	3	1	2	1	2	2	1	1	2	4	1	1	2	24	20	46	36	111	7	6	9	6		7		28	135	5		28	64	27	38	16	65	26	73	65	35	6	20	61	48	37	52	71	14	1186		2021-04-09 19:29:39	T	F	34	34	17	6	1.5	26
606			TheOneandOnly	interview	2021-04-09 19:17:39	2	T	T	2	35	2		1		2	1		2	40	5	6	4	5	5	3	5	4	3	1	3	2	3	3	3	2	2	3	2	4	2	1	2	2	4	2	4	2	2	3	3	3	2	3	2	3	4	3	1			1			1			0	8																																																																																																	4	4	1	1	1	2	1	3	5	3	3	3	4	4	2	4	2	2	2	2	1	2	1	2	2	3	5	3	3	1	2	4	3	2	2	1	1	1	3	3	3	2	2	2		10	1		23	45	06:30	6	3	3	1	1	1	1	2	3	2	1	1	1	3	2		4	2	1	3	5	4	1	3	2	5	1	2	1	1	5	5	3	3	5	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	16	1	1	3	3	4	5	3	4	3	1	4	4	4	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3	3	3	3	2	2	3	2	3	3	2	3	3	3	2	2	1	1	2	1	4	2	4	3	1	1	1	2	1	3	4	3	4	4	4	267	45	333	183	352	14	11		9		17		26				123	147	111	55	31	38	31	83	137	75	6	36	76	28		83	109	60	2246		2021-04-09 19:59:05	T	F	34	34	1	0	0.86	7
609			TheOneandOnly	interview	2021-04-09 19:41:23	2	T	T	1	23	2		2		2	1		2	42.5	2	1	1	1	1	7	6	7	7	1	7	6	6	1	5	5	2	4	1	5	1	2	5	1	5	4	4	4	4	4	4	4	3	3	4	5	4	3	1			2			1			0	-9																																																																																																	3	3	3	2	1	3	4	5	5	1	3	3	4	4	3	3	1	3	1	1	1	6	1	4	4	5	5	1	1	1	1	3	2	1	1	1	2	3	3	3	2	2	2	1	2		1		22	10	6:30	8.5	1	3	2	1	1	1	1	1	1	1	1	2	2	2		5	5	1	1	5	5	1	1	5	5	1	1	1	1	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2015	2	2	2	3	4	1	4	1	2	3	3	3	2	1	3	2	1	1	1	3	1	2	1	1	1	1	2	2	3	4	2	1	1	1	1	1	3	2	3	1													2	1	2	3	3	2	3	2	2	2	2	3	3	3	2	3	4	2	4	1	3	2	2	1	1	1	1	2	2	2	1	2	1	1	1	20	87	76	52	179	40	8		19	7	11		17				44	154	78	173977	84	421	52	87	92	71	4	70	127	93		139	121	25	1873		2021-04-11 20:37:18	T	F	34	34	2	1	0.82	4
610			TheOneandOnly	interview	2021-04-09 19:50:44	2	T	T	1	42	2		1		4	1		2	37,5	6	5	4	6	5	6	6	6	6	1	5	5	5	1	2	3	4	3	2	4	4	2	3	4	3	5	3	2	3	4	3	3	3	4	3	3	3	1	7	8	1	7	8	1	2			3	8	7mind-App	5	F	T	F	T	T	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	-9	7	4	5	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	1	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						26				4	5	5	4	5	3	3	2	4	2	4	2	3	4	4	3	4	5	3	3	2	2	2	1	1	4	5	5	5	5	6	3	3	2	2	3	2	3	4	3	5	3	1	1	2.5		2		21:30	15	5:30	8	1	3	3	1	1	1	1	1	1	1	1	1	3	1		4	4	1	2	5	4	1	2	5	5	1	1	2	1	5	4	3	3	5	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	23	3	2	3	3	4	3	4	3	2	2	4	4	3	4	4	3	2	2	1	1	1	2	1	1	1	1	1	1	1	3	3	2	1	1	1	1	3	1	3	3	2	4	4	3	4	3	2	3	4	3	3	4	2	2	2	2	3	2	3	3	3	3	3	2	3	3	2	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1	43	59	112	60	196	8	9	22	14	9	8		71	96	6		36	128	60	56	23	82	36	57	80	57	4	32	88	63	55	109	50	16	1745		2021-04-09 20:19:52	T	F	34	34	15	5	1.04	7
612			TheOneandOnly	interview	2021-04-09 20:01:54	2	T	T	1	50	1		3		6	1		2	30	3	3	3	3	3	6	7	6	6	1	6	5	4	2	5	4	3	5	3	2	3	2	4	2	2	4	2	2	3	4	5	3	2	5	5	2	3	2	2			2			1																																																																																																					1	1	1	1	1	1	3	2	4	1	4	4	4	2	3	2	2	3	2	2	1	2	1	7	7	3	7	4	2	1	4	3	2	1	1	4	4	4	4	5	4	4	4	2		1.5	3		22	30	5:30	7	3	3	2	1	1	1	1	1	1	2	1	1	4	3	Partner schnarcht	3	1	1	2	5	5	1	2	5	5	1	1	1	4	2	5	3	1	5	5	2	3	3	1	2	2	1	1	1	2	2	2	1	1	2	32	4	2	4	4	4	5	2	3	1	2	3	2	1	3	4	2	3	1	1	4	1	1	1	1	1	1	1	1	4	4	4	4	1	1	1	1	4	5	2	2													3	2	3	4	3	3	2	3	3	3	2	3	3	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	14	53	175	82	241	14	19		13		7						38	139	60	77	61	107	86	219	228	65	4	23	118	110		151	71	21	2196		2021-04-09 20:38:30	T	F	34	34	0	0	0.82	3
625			TheOneandOnly	interview	2021-04-09 20:04:01	2	T	T	2	22	1		2		4	2	Humanmedizin	2	10	6	6	5	5	5	3	4	5	5	3	4	3	3	5	4	4	4	5	2	3	4	5	3	3	2	3	3	3	4	2	3	2	4	3	5	3	4	3	1			1			1				-9																																																																																																	3	1	1	1	1	1	2	2	5	2	4	2	5	4	5	4	2	3	3	3	1	2	1	2	3	2	2	3	3	4	3	4	4	3	5	4	5	5	4	5	5	4	4	1	3		2		0	30	9	8	3	2	1	1	1	2	2	3	1	1	1	1	3	2		5	2	1	2	5	5	1	1	5	5	2	1	1	4	3	5	2	1	5	5	2	3	2	1	1	2	3	1	2	1	4	2	1	1	2	3	1	1	4	3	4	4	3	4	3	5	3	3	3	3	4	3	2	1	1	3	1	2	2	2	1	1	1	1	3	4	2	2	1	1	1	1	3	3	4	3													3	2	4	3	2	3	3	2	2	2	1	4	3	3	3	4	4	3	3	4	4	2	3	1	1	1	1	1	1	1	1	4	1	1	1	116	21	47	28	85	3	4		2		9	13	15				20	54	27	30	11	45	18	40	48	47	3	8	52	43		63	52	12	916		2021-04-09 20:19:18	T	F	34	34	2	1	1.9	50
