CASE	SERIAL	REF	QUESTNNR	MODE	STARTED	EE01	EE01_01	EE01_02	SD01	SD02_01	SD03	SD03_03	SD04	SD04_06	SD05	SD06	SD06_02	SD07	SD07_02	SL02_01	SL02_02	SL02_03	SL02_04	SL02_05	SL02_06	SL02_07	SL02_08	SL02_09	SL02_10	HA01_08	HA02_08	HA03_08	HA05_08	MF01_01	MF01_02	MF01_03	MF01_04	MF01_05	MF01_06	MF01_07	MF01_08	MF01_09	MF01_10	MF01_11	MF01_12	MF01_13	MF01_14	MF01_15	MF01_16	MF01_17	MF01_18	MF01_19	MF01_20	MF01_21	MF01_22	MF01_23	ME01	ME02	ME03_01	ME21_01	ME04	ME05_01	ME22_01	ME06	ME07_01	ME23_01	ME08_01	ME09	ME09_08	ME13	ME13_01	ME13_02	ME13_03	ME13_04	ME13_05	ME13_06	ME13_07	ME13_08	ME13_09	ME13_10	ME13_11	ME13_12	ME13_13	ME13_14	ME13_15	ME13_16	ME13_17	ME13_18	ME13_19	ME13_20	ME13_21	ME13_22	ME13_23	ME13_24	ME13_25	ME13_26	ME13_27	ME13_28	ME14_01	ME14_02	ME14_03	ME14_04	ME14_05	ME14_06	ME14_07	ME14_08	ME14_09	ME14_10	ME14_11	ME14_12	ME14_13	ME14_14	ME14_15	ME14_16	ME14_17	ME14_18	ME14_19	ME14_20	ME14_21	ME14_22	ME14_23	ME14_24	ME14_25	ME14_26	ME14_27	ME14_28	ME17_01	ME17_02	ME17_03	ME17_04	ME17_05	ME17_06	ME17_07	ME17_08	ME17_09	ME17_10	ME17_11	ME17_12	ME17_13	ME17_14	ME17_15	ME17_16	ME17_17	ME17_18	ME17_19	ME17_20	ME17_21	ME17_22	ME17_23	ME17_24	ME17_25	ME17_26	ME17_27	ME17_28	ME10	ME18_01	ME18_02	ME18_03	ME18_04	ME18_05	ME19_01	ME24_01	ME24_02	ME24_03	RE02	RE04	RE05	RE03	RE08	RE06	RE07	KU02_01	KU02_02	KU02_03	KU02_04	KU02_05	KU02_06	KU02_07	KU02_08	KU14_01	KU12_01	KU12_02	KU12_03	KU12_04	KU13_01	KU13_02	KU13_03	MW02_01	MW05_02	MW03_01	MW06_03	MW07_04	MW08_05	MW04_01	MW09_06	OV01_01	OV01_02	OV01_03	OV01_04	OV01_05	OV01_06	OV01_07	OV01_08	OV02_01	OV02_02	OV02_03	OV02_04	OV03	OV03_01	OV03_02	OV04	OV04_04	SC01_01	SC01_02	SC01_03	SC01_04	SC02_01	SC02_02	SC02_03	SC02_04	SC02_05	SC02_06	SC02_07	SC02_08	SC02_09	SC02_10	SC02_11	SC02_12	SC02_13	SC03_01	SC04_01	EI01_01	EI01_02	EI01_03	EI01_04	EI01_05	EI01_06	EI01_07	EI01_08	EI01_09	EI01_10	EI01_11	EI01_12	EI01_13	EI01_14	EI01_15	EI01_16	EI01_17	EI01_18	EI01_19	EI01_20	EI02	KL01_01	KL01_02	KL01_03	KL01_04	KL01_05	KL01_06	KL01_07	KL01_08	KL01_09	KL01_10	KL01_11	KL01_12	KL01_13	AD01	AD02_01	AD03	AD04	AE01_01	AE01_02	AE01_03	AE01_04	AE01_05	AE01_06	AE01_07	AE01_08	AE01_09	AE01_10	AE01_11	AE01_12	AE01_13	AE01_14	AE02_01	AE02_02	AE02_03	AA01_01	AA01_02	AA01_03	AA01_04	AA01_05	AA01_06	AA01_07	AA01_08	AA01_09	AA01_10	AA01_11	AA01_12	AA01_13	AA01_14	AA01_15	AA01_16	AA01_17	AA01_18	AA01_19	AA01_20	AA01_21	ST01_01	ST01_02	ST01_03	ST01_04	ST01_05	ST01_06	ST01_07	ST01_08	ST01_09	ST01_10	ST01_11	ST01_12	IM01_01	IM01_02	IM01_03	IM01_04	IM01_05	IM01_06	IM01_07	IM01_08	IM01_09	IM01_10	IM01_11	IM01_12	IM01_13	IM01_14	IM01_15	IM01_16	IM01_17	IM01_18	IM01_19	IM01_20	AL01_01	AL02_01	AL04_01	AL04_02	AL04_03	AL04_04	AL04_05	AL04_06	AL05_01	AL05_02	AL06_01	AL06_02	AL06_03	AL06_04	AL06_05	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME007	TIME008	TIME009	TIME010	TIME011	TIME012	TIME013	TIME014	TIME015	TIME016	TIME017	TIME018	TIME019	TIME020	TIME021	TIME022	TIME023	TIME024	TIME025	TIME026	TIME027	TIME028	TIME029	TIME030	TIME031	TIME032	TIME033	TIME034	TIME_SUM	MAILSENT	LASTDATA	FINISHED	Q_VIEWER	LASTPAGE	MAXPAGE	MISSING	MISSREL	TIME_RSI	DEG_TIME
506			TheOneandOnly	interview	2021-04-09 12:30:36	2	T	T	3	30	2		2		5	1		2	40	4	3	4	5	3	5	4	6	6	1	5	4	3	2	4	3	3	4	3	3	3	3	3	3	2	2	3	2	3	3	4	3	3	5	5	3	3	3	1			1			1				-9																																																																																																	2	1	1	1	1	1	2	1	5	2	5	3	5	5	3	7	7	6	7	7	1	4	8	3	4	2	7	5	4	3	4	5	5	3	4	4	3	5	5	3	4	3	2	2		3	1		23.30	1:00	8:00	7:30	3	3	1	1	1	1	1	3	1	4	1	1	3	2	Katzen	3	2	2	3	5	5	1	1	5	5	1	1	1	1	3	5	2	1	5	5	2	2	2	1	1	1	2	1	1	1	4	1	1	1	1																																																						3	3	3	3	2	3	3	3	3	3	3	2	2	2	4	3	1	1	1	1	4	2	3	1	1	1	2	2	2	1	1	5	1	2	1	55	37	111	60	204	7	8		8		13	8	15				25	109	63	47	19	161	32	68	94	61	5					93	66	17	1386		2021-04-09 12:53:42	T	F	34	34	2	2	1.1	9
509			TheOneandOnly	interview	2021-04-09 12:40:19	2	T	T	2	32	1		2		5	1		2	40	5	2	6	3	2	6	3	6	4	6	5	5	4	4	5	4	2	5	2	4	2	2	2	2	2	1	4	2	2	2	4	3	1	2	2	4	1	2	6	20	1	2			2			2	-9		4	T	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	6	7	1	-9	-9	3	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	-9	-9	-9	1	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						59				1	2	1	1	2	1	3	3	3	2	3	4	3	3	3	2	5	4	5	3	1	8	1	2	4	1	4	5	5	3	1	2	2	1	1	1	1	3	1	4	4	5	5	2		3	3		23	30	7:30	7,5	2	3	3	1	1	1	1	1	1	-9	1	1	2	2		5	5	1	1	5	5	1	1	5	5	1	1	1	1	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1																																										3	1	2	4	2	1	4	1	1	4	1	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	1	2	3	2	3	3	4	1	3	1	1	1	1	2	2	1	1	3	1	1	1	19	28	80	36	115	5	13	8	10		3		35	89	6		29	78	49	37	19	26	25	67	48	47	4				44	78	66	14	1078		2021-04-09 12:58:17	T	F	34	34	19	7	1.46	24
510			TheOneandOnly	interview	2021-04-09 12:41:14	2	T	T	1	38	1		1		5	1		2	25	6	5	5	6	4	1	4	3	2	4	4	4	3	5	3	4	4	4	3	4	3	2	4	3	3	5	3	2	2	5	3	3	3	5	4	3	4	3	1			1			1				-9																																																																																																	3	2	2	1	1	2	1	1	5	3	4	1	5	5	3	6	6	6	7	7	1	2	2	7	7	7	7	7	7	4	6	3	2	1	2	1	1	2	1	2	2	1	1	2		2	1		01:00	60	09:00	7	2	2	1	1	1	2	1	2	2	1	1	1	3	2		4	1	3	4	4	3	3	2	3	4	3	3	3	3	4	3	5	4	4	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	20	1	1	4	2	5	3	5	4	1	4	5	5	2	4	3	4	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	3	3	2													2	3	3	3	3	3	3	3	3	4	3	2	2	2	4	3	1	1	2	1	4	1	2	1	1	1	2	1	1	1	2	3	2	2	2	40	41	188	41	168	6	13		6		6		30				41	217	47	73	26	178	78	141	103	70	3	20	130	76		153	96	32	2023		2021-04-09 13:14:57	T	F	34	34	1	1	0.93	5
511			TheOneandOnly	interview	2021-04-09 12:44:15	2	T	T	2	24	2		1		5	1		2	40	5	5	3	6	5	4	3	5	4	4	3	3	4	5	2	4	3	3	2	4	3	2	4	3	3	4	3	2	1	4	2	4	2	4	2	3	4	3	2			1			2	10		2	5																																																																																																	1	1	1	1	2	1	2	2	4	2	5	2	4	5	3	2	3	4	6	5	1	2	1	3	3	4	2	5	6	5	4	4	3	2	2	2	3	4	2	3	4	3	3	1	3		1		23:00	30	08:30	7:30																																																																																																																																											10287	28	88	41	178	11	15		7		14	17	20				53	98	39	63	23	26	52												800		2021-04-09 15:48:37	F	F	23	23	1	1	1.02	9
512			TheOneandOnly	interview	2021-04-09 12:46:39	2	T	T	1	24	3	Liechtenstein	2		5	2	Kunstwissenschaft	2	25	7	6	6	6	7	5	5	5	5	2	5	4	5	2	4	3	3	2	2	2	3	3	5	2	2	4	3	3	3	4	5	3	2	5	5	3	3	1	3	20	1	2			3	30	1	12	6		7	T	T	F	T	T	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	3	7	-9	6	7	-9	4	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	-9	1	1	-9	1	1	-9	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1						40				3	2	1	1	3	2	3	1	5	3	5	1	5	5	3	7	7	5	7	7	5	4	3	5	5	5	7	5	7	4	6	3	2	1	1	1	2	2	2	2	3	2	3	2		8	1		23	30	8	8	4	2	2	2	1	2	2	3	2	1	1	1	1	2		4	4	1	2	5	4	1	2	4	5	2	1	1	1	5	5	1	2	5	5	1	3	3	3	3	3	2	2	2	2	1	2	1	1	1																																										4	3	4	3	3	4	2	3	4	3	2	2	3	2	2	2	2	2	4	4	4	4	2	3	3	3	3	4	3	2	2	1	4	2	3	1	1	1	1	1	2	1	4	3	2	3	1	6	66	73	41	339	6	13	11	7		10	8	39	132	8		39	804	49	51	25	36	23	383	316	60	4				61	122	90	23	2162		2021-04-09 13:34:04	T	F	34	34	16	5	1.07	14
513			TheOneandOnly	interview	2021-04-09 12:47:22	2	T	T	1	43	2		3		4	1		2	16	6	3	5	4	2	7	7	3	5	1	4	3	4	4	4	4	3	4	2	3	3	3	3	2	3	2	3	2	4	5	2	3	4	2	2	3	4	3	1			2			7	5	2	60	8	Gebet																																																																																																5	5	5	5	1	4	1	2	4	4	4	5	4	4	3	4	4	7	2	3	1	1	2	1	1	3	1	7	6	5	6	3	5	1	1	3	2	2	1	2	2	2	1	2		28	2		23.30	10	8.00	7	2	3	1	1	1	2	2	2	1	1	1	2	4	3		4	1	2	2	3	3	3	3	4	3	3	2	2	3	1	4	4	2	4	5	2	2	1	1	1	1	1	1	1	2	4	1	3	1	2	24	3	1	2	3	3	2	4	4	2	3	2	2	4	3	3	4	2	2	1	3	2	1	1	1	4	1	1	1	2	3	2	4	1	2	2	2	4	5	4	2	3	4	4	2	4	4	2	1	3	2	2	1	1	2	3	3	3	2	3	3	4	3	2	3	2	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1						23	30	94	45	147	7	16		4		7	22	23				34	125	40	45	19	38	56	79	100	53	5	27	80	91	81	109	30		1430		2021-04-09 13:11:12	T	F	33	33	0	0	1.18	12
515			TheOneandOnly	interview	2021-04-09 12:48:59	2	T	T	1	21	2		2		4	2	Psychologie	1		6	4	5	3	5	5	5	6	5	3	6	4	5	2	3	4	4	4	3	3	3	2	4	3	2	5	3	2	4	4	3	3	3	3	2	2	1	3	1			1			1				-9																																																																																																	3	3	3	3	1	2	3	2	5	2	4	3	4	4	3	3	2	6	6	5	1	1	1	7	6	6	7	6	7	3	4	3	2	3	3	3	4	4	2	2	3	1	1	2		4	1		22:30	10	7:30	8	2	3	1	1	1	3	2	2	1	1	1	1	2	2		5	4	1	2	3	4	1	2	4	5	2	1	1	2	3	5	1	2	5	5	2	2	3	1	1	1	2	1	1	2	1	2	1	1	2	3	3	2	3	1	4	2	2	3	1	2	1	1	2	1	1	3	2	1	1	3	1	2	1	1	2	1	1	1	4	3	2	3	1	1	1	1	3	1	3	3													2	1	1	1	2	3	3	3	4	2	2	3	4	4	3	4	3	1	4	4	3	1	2	1	1	1	1	1	2	1	3	2	1	1	2	35	32	75	62	209	6	9		3		7		17				50	122	57	77	31	124	68	141	90	82	3	47	133	76		113	83	25	1777		2021-04-09 13:18:36	T	F	34	34	1	1	1.03	8
518			TheOneandOnly	interview	2021-04-09 12:57:41	2	T	T	1	30	2		1		5	2	Internationale Beziehungen	2	30	5	5	6	5	4	5	5	6	5	1	5	4	3	3	4	4	2	4	2	3	2	1	5	2	4	5	4	3	2	5	4	4	2	5	5	4	3	2	6	20	1	4	15	0	1			3	6		4	T	T	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	4	5	-9	-9	-9	-9	5	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	-9	-9	-9	-9	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						8				4	4	2	2	3	4	2	1	5	1	5	2	5	4	3	6	5	5	7	6	5	4	6	3	5	5	6	3	4	2	4	4	4	3	3	3	4	3	3	4	5	3	4	1	3		1		23	120	9	5	4	4	3	1	1	2	2	2	1	1	1	1	3	2		5	4	1	3	5	5	1	2	4	5	1	1	2	1	4	4	2	2	4	4	1	4	4	3	4	5	4	2	2	2	1	2	2	2	2	11	4	2	3	4	5	3	5	4	1	3	4	2	5	3	3	2	2	2	1	3	2	4	3	2	1	1	2	1	4	4	4	4	1	1	1	1	2	1	1	2	3	2	1	3	3	2	2	1	1	3	3	2	2	2	2	2	2	3	3	3	3	3	2	3	3	3	2	3	3	4	2	4	2	1	1	1	1	1	1	1	2	1	2	4	1	1	2	16	32	40	37	136	10	39	8	10	10	8		38	302	5		40	93	67	59	28	44	30	81	78	62	4	32	95	97	82	207	154	17	1961		2021-04-09 13:30:23	T	F	34	34	16	5	1.08	10
521			TheOneandOnly	interview	2021-04-09 13:03:44	2	T	T	2	32	1		2		5	1		2	38,5	2	2	2	2	2	5	6	6	7	1	6	7	6	2	4	2	5	4	2	2	4	2	4	4	4	4	2	3	1	4	3	2	1	4	5	2	2	2	7	10-20	1	2			2			0	5		6	F	T	F	T	F	F	T	F	F	F	T	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	6	-9	3	-9	-9	7	-9	-9	-9	5	7	-9	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	-9	2	-9	-9	-9	2	2	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						1				1	1	1	1	1	1	1	1	4	2	4	2	5	4	4	4	4	4	5	6	8	8	6	1	2	2	3	6	7	6	5	3	2	2	4	3	2	4	4	4	4	4	3	2		4	3		00:00	30	09:00	6-8	2	2	1	2	2	1	2	2	1	1	1	1	2	2		4	3	2	1	5	4	1	3	4	5	5	2	1	2	4	5	2	1	4	4	2	3	2	1	1	1	1	1	1	1	2	1	1	1	2	14	1	1	3	2	4	5	5	4	1	2	4	4	1	4	4	2	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	1	4	1	2	1	1	2	1	4	2	4	3	3	2	4	3	4	1	2	3	3	1	3	3	3	3	3	1	1	3	1	4	1	3	1	1	1	2	1	2	1	1	3	1	1	1	11	22	61	29	122	4	11	17	10		3		36	72	6		23	86	37	36	16	35	37	62	74	42	3	30	63	55	55	90	42	12	1202		2021-04-09 13:23:46	T	F	34	34	15	5	1.52	27
522			TheOneandOnly	interview	2021-04-09 13:05:25	2	T	T	2	21	1		2		1	1		2	25	7	7	5	6	6	3	4	5	6	3	4	3	5	6	3	5	3	3	2	5	4	4	2	3	3	2	5	4	3	2	2	4	4	3	3	4	4	3	1			1			1			0	8	Nix																																																																																																1	1	1	1	1	1	3	5	5	3	2	2	5	4	2	1	1	3	5	3	7	6	6	4	2	3	5	5	5	2	4	4	2	1	1	2	1	1	1	2	1	1	1	1	3		2		12	10	8	7	2	2	1	1	1	1	1	2	1	1	1	1	3	2		3	4	2	3	5	4	2	3	5	5	3	2	3	3	5	2	2	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	1	1	1	1	1	3	4	3	4	1	1	1	1	3	1	1	2													1	3	3	1	3	1	2	3	2	1	3	3	3	3	3	4	4	2	4	4	4	2	4	3	4	2	4	3	3	3	4	3	1	3	3	38	73	64	51	142	6	6		7		3		19				28	94	45	42	22	22	27	65	73	29	11	12	127	88		100	86	18	1298		2021-04-09 13:27:03	T	F	34	34	0	0	1.35	21
523			TheOneandOnly	interview	2021-04-09 13:07:53	2	T	T	2	28	2		2		5	2	M.Ed. Deutsch & Philosophie/Ethik	2	7	6	6	6	6	6	4	4	4	4	2	6	6	6	2	3	4	2	3	2	4	2	2	3	2	5	3	4	3	1	3	3	4	2	3	2	4	1	3	1			1			1			0	-9																																																																																																	2	1	1	1	1	1	2	2	5	3	3	3	5	3	4	5	3	2	5	6	1	5	2	2	2	2	3	1	2	1	1	3	3	2	3	3	3	3	3	4	5	4	4	1	2		2		23:30	10	8:00	8,5	1	1	1	1	1	1	1	1	1	1	1	1	1	1		5	5	1	1	5	3	1	2	4	5	1	1	1	1	4	5	1	3	5	5	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1																																																						1	1	1	2	2	1	2	2	1	2	1	3	4	4	1	4	4	1	2	4	3	2	2	2	1	1	1	1	3	1	1	3	1	2	1	18	71	117	33	218	8	8		5		6		25				29	132	30	65	22	128	21	34	67	43	4					96	88	16	1284		2021-04-09 13:29:17	T	F	34	34	1	0	1.27	17
526			TheOneandOnly	interview	2021-04-09 13:21:52	2	T	T	1	29	2		3		5	1		2	30	5	3	4	5	1	5	6	4	4	1	7	7	7	1	4	5	3	4	3	4	2	1	5	2	4	5	3	4	1	5	4	4	1	5	4	4	1	3	1			2			1			0	-9																																																																																																	1	2	1	1	1	1	4	1	5	1	5	1	5	5	3	5	5	7	7	7	6	5	3	7	7	7	7	3	3	1	1	4	2	1	3	4	1	4	4	5	4	1	2	2		21	1		23	10	7.30	8	1	3	3	1	1	1	1	1	1	1	1	1	2	2		5	5	1	1	5	5	1	2	5	5	1	1	1	1	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																						1	1	1	2	1	3	3	3	3	3	2	3	4	3	1	4	1	1	1	1	4	1	2	1	1	1	1	1	1	1	2	3	1	1	1	13	24	38	16	74	5	6		6		2		19				20	53	20	38	11	22	26	31	39	18	3					46	27	10	567		2021-04-09 13:31:20	T	F	34	34	1	0	2.21	64
527			TheOneandOnly	interview	2021-04-09 13:31:25	2	T	T	1	25	1		1		5	2	Wirtschaft	1		6	6	6	6	6	2	2	2	2	6	2	2	2	6	4	4	3	4	3	4	2	2	4	2	2	4	2	2	4	4	2	2	3	2	2	2	4	2	7	10	2	1			2			2	5		4	F	T	F	F	F	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	-9	-9	-9	5	-9	6	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	-9	1	-9	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	1				2	3	2	1	2	1	1	2	4	3	4	2	4	4	2	4	2	6	1	1	1	1	1	7	7	7	7	4	2	2	5	4	4	2	4	2	2	2	3	4	4	3	3	1	2		1		23	15	8	8	1	1	3	1	1	1	1	1	1	1	1	3	3	2		4	2	2	4	4	4	3	2	3	4	2	1	2	2	4	4	4	4	4	4	2	4	2	3	1	1	4	1	1	1	2	3	2	1	2	6	1	1	5	4	5	3	4	4	2	4	5	3	4	4	2	4	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	3	1	1	4	1	1	1	1	4	4	1	4	4	2	3	4	2	4	4	1	1	3	4	1	3	3	3	4	3	3	1	3	3	3	3	2	2	3	2	2	1	1	1	1	1	1	1	1	1	3	3	1	1	3	11	17	23	21	72	3	7	7	4		10		15	56	4	6	18	54	23	30	13	31	29	30	38	32	3	7	72	35	33	43	28	12	781		2021-04-09 13:44:32	T	F	34	34	19	7	2.18	62
528			TheOneandOnly	interview	2021-04-09 13:37:30	2	T	T	1	25	1		1		5	2	Lehramt	1		5	3	3	3	5	5	3	5	5	2	6	4	4	3	3	4	3	3	2	4	4	1	4	3	4	5	4	4	2	2	3	4	2	4	3	4	4	3	2			2			2			0	5																																																																																																	2	2	1	1	2	1	2	2	3	2	4	1	4	4	3	4	4	5	4	3	2	3	3	3	4	2	5	4	4	5	5	4	3	3	3	2	4	4	4	2	4	3	2	1	2.5		2		23	5	7	7	1	2	3	1	1	1	1	2	1	1	1	2	3	2		4	3	1	3	4	3	3	3	2	5	2	3	2	4	4	5	3	3	4	4	2	4	3	1	1	2	1	1	1	2	3	2	1	1	2	8	3	1	2	2	3	3	3	3	2	3	3	3	2	2	3	2	2	1	1	2	1	1	1	1	4	1	1	1	5	4	2	1	1	1	1	1	3	1	4	3													1	1	1	3	3	3	4	3	4	3	3	2	4	3	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	119	32	94	45	211	12	10		11		21	15	19				39	426	75	81	29	77	28	66	110	84	9	40	111	73		109	69	12	2027		2021-04-09 14:11:19	T	F	34	34	1	1	0.91	4
529			TheOneandOnly	interview	2021-04-09 13:44:12	2	T	T	1	54	2		3		5	1		2	23	2	1	1	1	1	6	6	6	6	1	6	5	6	1	3	3	2	4	1	3	3	2	3	2	3	3	4	4	4	5	3	3	2	4	4	3	1	2	4	10		4	10		4	60		48	5		8	T	T	T	T	T	T	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	3	6	4	6	4	4	4	4	-9	-9	-9	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	1	1	2	1	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						28				1	2	2	1	3	1	2	2	3	3	4	4	4	4	4	4	4	4	5	5	1	1	1	3	5	5	5	4	-9	2	3	1	1	1	1	2	2	2	2	4	4	3	2	1	1		1		23.30	8	7.15	7.5	2	1	2	1	1	2	4	2	4	2	1	1	2	3	Innere Unruhe	5	4	1	1	5	4	1	3	3	5	1	1	1	1	5	5	1	1	5	5	1	2	1	1	1	1	1	1	1	1	3	1	1	1	2	36	2	2	2	2	4	4	5	3	3	3	4	4	3	5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	-9	-9	-9	4	4	4	3	4	3	2	5	2	1	4	2	2	5	1	3	1	2	2	1	2	3	3	4	3	3	2	3	3	3	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77	146	181	153	628	20	8	25	14	11	8	20	107	1120	12		659	303	206	109	56	400	95	256	118	72867	7	111	197	189	121	172	91	20	3768		2021-04-10 11:32:40	T	F	34	34	15	6	0.51	0
530			TheOneandOnly	interview	2021-04-09 13:53:40	2	T	T	2	26	1		1		5	1		2	38	5	4	6	5	5	4	4	6	5	4	5	4	5	4	4	4	3	4	2	3	3	3	4	2	2	2	4	3	3	2	2	3	3	5	3	3	4	2	5	15		2			2			4	1		4	T	T	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	4	6	3	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						22				2	2	2	1	2	1	3	1	4	3	4	3	4	4	3	7	6	7	3	3	8	5	6	6	5	4	5	5	4	4	5	4	4	1	1	2	1	2	3	5	5	3	3	1	1		1		2	40	10	8	3	1	1	1	1	1	1	1	1	1	1	1	3	2		4	2	3	3	4	3	3	2	2	4	2	1	1	3	4	4	3	3	5	5	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	7	1	1	2	3	3	3	3	3	1	1	3	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1	1	1	3	2	1	1	3	3	3	4	4	4	4	2	4	3	3	5	2	2	2	2	3	4	3	4	4	4	2	4	3	4	3	2	3	2	2	3	1	1	1	1	1	1	1	1	1	1						41814	64	98	78	209	6	13	17	17		12		60	121	11		52	139	79	67	43	280	62	114	105	81	5	24	124	66	97	122	56		2249		2021-04-10 02:07:37	T	F	33	33	17	6	0.8	2
531			TheOneandOnly	interview	2021-04-09 13:56:08	2	T	T	2	20	1		2		4	2	Wirtschaftspsychologie 	1		4	4	6	6	3	4	6	7	5	1	6	6	6	2	4	4	3	5	2	4	3	3	2	3	4	3	2	4	2	1	4	2	1	3	4	4	1	3	1			1			1				-9																																																																																																	2	3	2	2	1	2	2																																																																																																																																																																																								19	23	80	34	181	9	14		9		3		12				59																		443		2021-04-09 14:03:31	F	F	17	17	3	2	1.36	21
532			TheOneandOnly	interview	2021-04-09 13:57:41	2	T	T	1	28	2		3		5	1		2	32	5	5	5	6	6	6	6	6	6	2	6	6	5	2	5	2	4	4	3	2	4	3	4	3	2	4	2	2	4	4	2	2	3	4	3	2	4	3	1			1			2			6	5																																																																																																	1	1	1	1	1	1	2	1	5	2	5	2	5	4	4	6	4	5	5	6	8	2	6	6	5	6	6	7	7	7	6	5	4	2	3	4	4	5	5	4	5	5	5	2		4	2		22	20	7	8,5	2	2	1	1	1	1	1	1	1	1	1	2	2	2		5	4	1	1	5	4	1	3	2	5	2	1	1	1	4	5	1	1	5	5	2	1	1	1	1	1	1	1	1	2	3	1	1	1	2	10	4	2	5	2	5	4	3	4	3	4	4	5	2	5	4	4	2	1	1	3	1	1	1	1	1	1	1	1	4	5	1	2	1	1	1	1	3	1	3	2													1	1	2	3	3	3	3	2	4	3	3	3	4	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	4	1	2	1	9	20	39	35	102	5	9		3		4		12				20	65	25	30	14	48	16	34	50	32	3	19	85	55		86	29	12	861		2021-04-09 14:12:02	T	F	34	34	0	0	1.93	46
